Protein.Group	Protein.Names	Genes	First.Protein.Description	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run1_GK18_rep1_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run2_GK21_rep2_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run5_GK17_rep3_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run8_GK22_rep4_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run15_GK5_rep5_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run16_GK12_rep6_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run17_GK15_rep7_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run18_GK8_rep8_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run20_GK11_rep9_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run21_GK7_rep10_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run26_GK16_rep11_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run27_GK14_rep12_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run29_GK20_rep13_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run30_GK10_rep14_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run32_GK4_rep15_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run33_GK3_rep16_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run34_GK9_rep17_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run35_GK13_rep18_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run36_GK6_rep19_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_Hela_1cpw_blo5run40_GK19_rep20_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run3_GL8_rep1_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run4_GL7_rep2_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run6_GL3_rep3_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run7_GL14_rep4_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run9_GL11_rep5_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run10_GL15_rep6_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run11_GL18_rep7_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run12_GL5_rep8_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run13_GL20_rep9_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run14_GL13_rep10_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run19_GL16_rep11_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run22_GL10_rep12_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run23_GL17_rep13_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run24_GL12_rep14_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run25_GL19_rep15_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run28_GL6_rep16_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run31_GL22_rep17_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run37_GL21_rep18_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run38_GL9_rep19_ch1_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp1\LL2076_HKHPp1_K562_1cpw_blo5run39_GL4_rep20_ch2_DIAdry.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_K562_lib_blo1run10_GN8_rep10_ch1_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_K562_lib_blo1run9_GN8_rep9_ch2_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_K562_lib_blo1run8_GN8_rep8_ch1_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_K562_lib_blo1run7_GN8_rep7_ch2_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_K562_lib_blo1run6_GN8_rep6_ch1_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_K562_lib_blo1run5_GN7_rep5_ch2_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_K562_lib_blo1run4_GN7_rep4_ch1_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_K562_lib_blo1run3_GN7_rep3_ch2_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_K562_lib_blo1run2_GN7_rep2_ch1_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_K562_lib_blo1run1_GN7_rep1_ch2_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_Hela_lib_blo1run10_GN5_rep10_ch1_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_Hela_lib_blo1run9_GN5_rep9_ch2_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_Hela_lib_blo1run8_GN5_rep8_ch1_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_Hela_lib_blo1run7_GN5_rep7_ch2_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_Hela_lib_blo1run6_GN5_rep6_ch1_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_Hela_lib_blo1run5_GN4_rep5_ch2_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_Hela_lib_blo1run4_GN4_rep4_ch1_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_Hela_lib_blo1run3_GN4_rep3_ch2_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_Hela_lib_blo1run2_GN4_rep2_ch1_DIAwet10ng.raw	C:\Users\RTK\Downloads\dianntest\LL2076_HKHPp2\LL2076_HKHPp2_Hela_lib_blo1run1_GN4_rep1_ch2_DIAwet10ng.raw
A0A024RBG1	NUD4B_HUMAN	NUDT4B	Diphosphoinositol polyphosphate phosphohydrolase NUDT4B																							621716		1.3833e+06	877657				1.08648e+06	933878	912848		1.2865e+06				1.0384e+06				325689	384200	138530	192531		145880	228665	169073		1.04401e+06	848882	959767	877958	852560	800503	910279	910817	949545	852407
A0A0B4J2D5;P0DPI2	GAL3A_HUMAN;GAL3B_HUMAN	GATD3A;GATD3B	Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial	914962	1.15617e+06	733665	1.7658e+06	923835	762325		642442	897696		1.0968e+06	909334		1.18817e+06	1.91813e+06	1.51569e+06	1.34708e+06	1.31888e+06	1.7913e+06	1.16074e+06	3.05229e+06	1.51651e+06	2.09353e+06	2.4165e+06	3.40421e+06	1.65255e+06	1.22396e+06	4.2414e+06	3.1866e+06	3.16192e+06	1.27339e+06	4.22927e+06	2.0279e+06	4.20337e+06	2.50525e+06	3.03855e+06	1.98277e+06	2.28824e+06	2.34545e+06	3.36654e+06	2.1563e+06	2.20457e+06	1.83084e+06	2.26987e+06	2.35095e+06	1.85741e+06	1.82985e+06	1.90578e+06	1.72216e+06	1.86252e+06	2.06325e+06	2.25125e+06	1.96672e+06	2.20253e+06	2.22456e+06	2.42032e+06	2.08917e+06	2.24358e+06	1.65272e+06	2.43598e+06
A0A0B4J2F2;P57059	SIK1B_HUMAN;SIK1_HUMAN	SIK1;SIK1B	Probable serine/threonine-protein kinase SIK1B																																									28849.1	32204.5																		
A0AV96	RBM47_HUMAN	RBM47	RNA-binding protein 47																					259633																	128146			351176	268480	232980	239252	276193	255781	292557	290619	329141	320658	36015.6	54110.4	30061.2	68384.8	26982.3	26582.6	24155.5	43136.4	46053.8	46366.5
A0AVF1	IFT56_HUMAN	TTC26	Intraflagellar transport protein 56																																									9689.63					9286.16		27924.8			19183.1	8762.06	12824.5	12444.4	7877.52	7527.1	15414.2	13413.8	10086.9	6632.09
A0AVT1	UBA6_HUMAN	UBA6	Ubiquitin-like modifier-activating enzyme 6	753047	782231	722902	774336	679183	846437	442509	943122	658274	848336	494572	760815	960929	1.05063e+06		1.34936e+06	685186	783655	444032	897809	1.31207e+06		1.84317e+06	194565	1.55153e+06	1.97016e+06	914467		1.50697e+06	1.47664e+06	1.23653e+06	1.47331e+06		1.56025e+06	2.12078e+06		2.24052e+06	1.83892e+06	1.72515e+06	1.3085e+06	718030	726791	773430	827655	835634	857199	829853	754996	817914	767995	1.56645e+06	1.53963e+06	1.50051e+06	1.57407e+06	1.53454e+06	1.6058e+06	1.48448e+06	1.63988e+06	1.58893e+06	1.58451e+06
A0FGR8	ESYT2_HUMAN	ESYT2	Extended synaptotagmin-2	827680	788414	1.13918e+06	960992	295988	1.11528e+06	1.03869e+06		1.02972e+06	612998	1.81769e+06	2.34526e+06	1.24179e+06	993191	1.01744e+06	1.56873e+06	1.28253e+06	1.05116e+06	834656	3.27923e+06	933472		746913	1.84131e+06	1.54709e+06		815911		994023	746796	722069		1.5821e+06	1.74009e+06	1.27305e+06	1.57327e+06	629084	1.14042e+06	1.3256e+06	1.10984e+06	912940	862185	839879	879358	994240	777134	862085	850926	891547	763937	634179	697942	723082	637031	749702	684440	669256	699125	662132	677019
A0JLT2	MED19_HUMAN	MED19	Mediator of RNA polymerase II transcription subunit 19																																									51601.9	34997	44000.3	38646.9	18610.8	26137.8	34049	28226.5	29352.9	41239.6		46933.4	37239.3	53569.6	49968	55797	26112.1	53305.8	50735.1	44145.4
A0JNW5	UH1BL_HUMAN	UHRF1BP1L	UHRF1-binding protein 1-like																																									21793.7	26875	19574.2	16703.1	15942.5	21460.4	18957.7	48210.7	26004.1	11858.2	17721.9	21419	29911.7	27197.7	25601	20980.1	21524.1	21956.5	17928.6	23634.3
A0MZ66	SHOT1_HUMAN	SHTN1	Shootin-1	350831	559969	329883	489969	514302	414760	337844	440618	590780	1.18884e+06		706152	313758	624964		849864		405254	256745		501757	512340			291508	601950				699184	434523	474830		563193	318257			400450	190617		674337	586480	628089	518528	607089	614676	590399	599830	601707	538384	389809	388059	402417	381240	374421	336788	399737	377283	407062	331235
A0PJW6	TM223_HUMAN	TMEM223	Transmembrane protein 223				2.0622e+06	668859	1.00418e+06	421636				421333			418162	593840			218642	575939																						825743	800013	623878	757201	697534	744050	673565	686377	644101	708173	211297	269093	207501	194283	278019	276014	222727	244706	197364	235981
A1L0T0	HACL2_HUMAN	ILVBL	2-hydroxyacyl-CoA lyase 2	297259		343205	258759	383202	300489	486958	312601	157461	280662	348394	86809.7	423643		237428			410413	398007	218689					168296						264100										483745	496803	567400	472674	461187	533762	485452	453112	521547	413275	131625	197866	136838	136423	196867	202763	179936	117899	190158	205570
A1L188	NDUF8_HUMAN	NDUFAF8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8																																														274.687					13797.5	567.062		720.947		723.743	1030.51			743.763
A1L390	PKHG3_HUMAN	PLEKHG3	Pleckstrin homology domain-containing family G member 3																																									27660.5	12787.6	12271.7	20669.2	19443.7	11766.1	13649.5	14500.6	18899.8	22287										
A1X283	SPD2B_HUMAN	SH3PXD2B	SH3 and PX domain-containing protein 2B	725378	813068	1.03209e+06	475302	320652	324975	329320	526841	658656	739657	400454	606063	488253	404775		1.14994e+06	918007	711927	830139																						117294	104843	89787.2	89246.4	68549.6	82469	121180	107673	112137	148632	54040.9			60508.4						
A2RRP1	NBAS_HUMAN	NBAS	Neuroblastoma-amplified sequence			252373															191701			563269		118242		428675	52583.2			654340		272401	433700			590719			367201	329351	123512	160049	254431	777334	152777	159212	276291	279445	248905	139056	200311	903365	377398	860976	740339	730548	977007	600040	823726	932448	740936
A2RU67	F234B_HUMAN	FAM234B	Protein FAM234B	32288.4																																								49286.5	35487.1	48201.9			27827.6	36011.2	22947.1	36108.5	36032.1				11087.1						
A3KMH1	VWA8_HUMAN	VWA8	von Willebrand factor A domain-containing protein 8				135549	239646	249210	242158	340886	196360		296850							105863	276609																						220071	206086	200021	188148	211032	212347	233292	199622	187904	207207	74812.6	86479.9	89714.7	79715.8	74718.4	88224.4	93919.2	72056.1	80089.3	75691.7
A3KN83	SBNO1_HUMAN	SBNO1	Protein strawberry notch homolog 1																																					339656	1.74623e+07			593101	502274	462384	371693	413282	379687	423992	434904	541354	470185	966529	940742	848338	919836	968609	860013	930758	991634	907330	944469
A4D0V7	CPED1_HUMAN	CPED1	Cadherin-like and PC-esterase domain-containing protein 1																																																				152840		178719	268615	311505	268434	296530	209358	227463
A4D126	ISPD_HUMAN	CRPPA	D-ribitol-5-phosphate cytidylyltransferase																																		413777																	126445	102888	123735	136691	130473	110400	118558	121252	143172	122456
A4D1E9	GTPBA_HUMAN	GTPBP10	GTP-binding protein 10		604207	482692	229836		132099				533517		641442		354319	269010		613388	167387					191175	296339	128187				401343		265250	796985	302726		659296		728433	623772	715898	511209	545076	478549	521467	648340	540035	873475	362618	444255	455565	599536	660064	535345	476157	563533	683025	817763	863361	682910	936306	679875
A4D1F6	LRRD1_HUMAN	LRRD1	Leucine-rich repeat and death domain-containing protein 1																																									1.02557e+06	1.19054e+06	585502	1.19154e+06	877799	780769	717007	1.08386e+06												
A4D1P6	WDR91_HUMAN	WDR91	WD repeat-containing protein 91																																						107371			78231.9	74459.8	53021.1	103472	63792.3	100779	57052.2	93269.2	55276.9	56879	144994	125929	156160	141991	171258	149812	117134	138556	157769	143140
A4FU69	EFCB5_HUMAN	EFCAB5	EF-hand calcium-binding domain-containing protein 5	1.8598e+06	1.87228e+06	1.58675e+06	1.78428e+06					2.45542e+06	1.89158e+06	1.46245e+06		2.32783e+06	1.70562e+06		2.07202e+06	1.00908e+06	2.31803e+06			2.8095e+06						3.54427e+06		4.05905e+06		2.45431e+06		1.93562e+06				2.9737e+06				1.67046e+06	1.53633e+06	1.44754e+06	1.35208e+06	1.59949e+06	1.6715e+06	1.8132e+06	1.52415e+06		1.50049e+06	1.44835e+06			1.55254e+06	1.42639e+06			1.32236e+06	1.68205e+06	
A5D8V6	VP37C_HUMAN	VPS37C	Vacuolar protein sorting-associated protein 37C																																									220037	245666	149366	178730	148637		116880	152324	201877		261345	274877	372865		323877	245297	306556	309050	278509	255425
A5PLL7	TM189_HUMAN	TMEM189	Plasmanylethanolamine desaturase	104743				149699		329566		209912			109412						169565	272477						623956																161559	119589	123585	134905	121090	148226	165378	111673	125778	112089	52411.2	28316.5	44572.8	34792.9		37503.6				
A5PLN9	TPC13_HUMAN	TRAPPC13	Trafficking protein particle complex subunit 13					409390																																				237152	230828	243277	238453	188415	195046	187207	174414	181636	203795	327327	261995	273864	320298	285767	309898	293519	276065	330761	272405
A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	930536	830081	1.53974e+06	980599	1.07709e+06	1.3797e+06	830059	1.12913e+06	1.07016e+06	960288	544227	677728	951580	1.06154e+06	758863	1.27042e+06	1.16142e+06	782912	645414	1.71775e+06	1.32187e+06		1.05566e+06	1.08524e+06	1.21883e+06	1.15024e+06	1.09441e+06	828112	1.36642e+06	1.8172e+06	1.19436e+06	1.17658e+06		1.17826e+06	1.26078e+06		1.53279e+06	881294	1.13168e+06	1.60728e+06	860180	848662	808917	854745	817826	843243	828998	838063	860648	781895	1.05784e+06	1.09663e+06	1.18122e+06	1.13199e+06	1.13938e+06	1.10905e+06	1.13743e+06	1.15452e+06	1.0694e+06	1.12344e+06
